path_num|points|times
1|5,5,1;1,5,1;5,1,1;10,6,1;10,10,1;8,6,1|64,113,175,168,89
2|8,6,1;10,6,1;10,1,1;1,1,1;3,3,1|147,162,176,196
3|3,3,1;1,1,1;10,4,1;10,1,1;8,1,1;9,2,1;,5,10,1|85,111,117,188,65,66
4|5,10,1;,1,10,1;1,1,1;,7,10,1;2,5,1|161,180,128,177
5|2,5,1;,7,10,1;5,6,1;6,7,1;6,8,1;,4,10,1|89,138,64,148,179
6|4,10,1;1,7,1;10,4,1;10,1,1;8,1,1;9,2,1|194,60,106,135,76
7|9,2,1;9,1,1;10,1,1;10,10,1;9,4,1|157,125,189,133
8|9,4,1;6,1,1;1,1,1;,4,10,1;,1,10,1;7,3,1|150,94,67,150,132
9|7,3,1;5,1,1;1,1,1;10,4,1;7,1,1|77,156,168,189
10|7,1,1;10,7,1;,7,10,1;7,8,1;6,7,1;10,3,1;10,1,1|75,139,150,90,164,73
11|10,1,1;1,4,1;10,7,1;8,7,1;10,5,1;10,2,1;8,4,1|81,190,64,92,81,115
12|8,4,1;7,5,1;5,1,1;7,3,1;10,3,1;10,1,1|189,60,106,187,137
13|10,1,1;1,4,1;4,1,1;9,1,1;10,2,1;1,5,1|179,91,95,136,155
14|1,5,1;5,1,1;10,2,1;9,1,1;6,4,1;6,5,1|171,110,85,148,140
15|6,5,1;6,1,1;10,1,1;7,4,1;10,4,1;,1,10,1;5,6,1|60,138,108,80,90,190
16|5,6,1;,1,10,1;6,5,1;10,9,1;4,1,1;1,1,1|193,166,102,65,135
17|1,1,1;3,5,1;4,6,1;4,5,1;1,2,1;1,6,1|68,161,134,123,62
18|1,6,1;6,1,1;1,7,1;5,3,1;5,6,1;4,5,1;3,6,1;4,6,1|97,124,89,104,68,73,101
19|4,6,1;,4,10,1;1,7,1;10,4,1;8,4,1;8,1,1|182,106,96,63,76
20|8,1,1;10,7,1;,7,10,1;4,1,1;1,1,1|165,99,198,187
21|1,1,1;,4,10,1;2,6,1;2,7,1;6,7,1|186,108,178,172
22|6,7,1;10,7,1;1,1,1;6,6,1;6,2,1;5,3,1|188,68,184,186,60
23|5,3,1;10,3,1;2,1,1;1,2,1;2,2,1|64,89,168,188
24|2,2,1;2,1,1;10,3,1;10,1,1;9,1,1;1,7,1|197,84,71,159,81
25|1,7,1;,4,10,1;,5,10,1;9,6,1;8,5,1;8,6,1|97,174,164,97,116
26|8,6,1;1,5,1;3,1,1;7,3,1;7,4,1;5,2,1;3,4,1|198,66,146,61,118,60
27|3,4,1;,1,10,1;2,5,1;2,1,1;1,1,1;1,3,1|125,149,111,170,112
28|1,3,1;,1,10,1;10,7,1;,7,10,1;10,10,1|178,83,168,191
29|10,10,1;7,1,1;9,9,1;,9,10,1;6,4,1|189,192,162,139
30|6,4,1;10,8,1;10,10,1;7,7,1;10,1,1;5,2,1|98,167,117,149,141
31|5,2,1;10,2,1;9,1,1;,9,10,1;10,9,1;10,10,1|168,145,93,146,75
32|10,10,1;4,1,1;1,1,1;3,3,1;3,2,1;1,4,1;,9,10,1;10,9,1|108,67,61,95,150,113,62
33|10,9,1;10,10,1;1,1,1;10,4,1;8,6,1;8,3,1|150,79,125,80,143
34|8,3,1;10,3,1;10,10,1;9,5,1;9,9,1;8,8,1|119,114,128,198,60
35|8,8,1;,8,10,1;10,8,1;1,2,1;7,6,1;10,3,1|170,131,102,76,163
36|10,3,1;,4,10,1;9,5,1;9,1,1;5,5,1|140,100,127,172
37|5,5,1;1,9,1;,7,10,1;10,7,1|152,190,199
38|10,7,1;,7,10,1;4,1,1;1,1,1;7,5,1;9,5,1;8,6,1|170,84,89,150,66,109
39|8,6,1;8,1,1;,2,10,1;10,10,1;7,4,1;3,8,1|131,113,127,143,110
40|3,8,1;1,2,1;2,1,1;10,1,1;10,10,1;9,9,1;4,3,1|116,118,75,143,77,111
41|4,3,1;1,6,1;3,4,1;3,7,1|177,188,154
42|3,7,1;10,1,1;10,10,1;8,8,1;,6,10,1;,9,10,1|117,105,179,174,66
43|10,10,1;4,1,1;1,1,1;,4,10,1;,9,10,1;10,9,1|95,159,110,153,99
44|10,9,1;10,1,1;1,4,1;1,1,1;3,1,1;,6,10,1|118,107,104,183,187
45|6,10,1;10,6,1;10,1,1;,1,10,1;3,6,1;4,6,1|133,113,123,112,126
46|4,6,1;9,1,1;1,3,1;6,3,1;10,7,1;8,3,1;9,3,1|99,122,111,78,111,68
47|9,3,1;7,1,1;10,1,1;,7,10,1;10,7,1;10,10,1|159,131,188,83,87
48|10,10,1;1,7,1;3,7,1;1,9,1;3,9,1;3,8,1|128,169,78,100,151
49|3,8,1;1,8,1;2,1,1;,8,10,1;10,8,1;9,8,1|112,140,94,192,100
50|9,8,1;1,8,1;,3,10,1;3,9,1;,2,10,1;,1,10,1|78,71,167,135,188
51|1,10,1;10,4,1;10,1,1;8,3,1;8,1,1;7,1,1|122,112,176,107,91
52|7,1,1;10,1,1;,7,10,1;10,7,1;10,10,1|193,135,156,149
