1|5,4,1;-5,5,1;-3,5,1;0,-5,1;-1,3,1;0,4,1;-1,-5,1;1,-3,1;-2,0,1;-1,1,1;1,1,1|40,65,49,68,74,43,73,74,55,66,50
2|1,1,1;1,1,1;1,-2,1;2,0,1;-2,0,1;-1,1,1;-1,1,1;-1,-3,1;0,-1,1;2,0,1;3,0,1|79,68,48,49,50,76,68,63,53,52,54
3|3,0,1;-3,-2,1;2,0,1;4,-2,1;-5,0,1;3,2,1;-3,4,1;-2,-4,1;0,3,1;1,-3,1;-1,-2,1|40,53,78,46,74,74,53,67,70,53,75
4|-1,-2,1;0,-1,1;0,1,1;1,1,1;3,2,1;-4,4,1;-2,5,1;1,5,1;-2,-5,1;0,-2,1|56,55,74,59,61,72,61,79,72,76
5|0,-2,1;-1,0,1;0,-2,1;-2,0,1;0,-1,1;2,0,1;4,-2,1;5,0,1;-5,-2,1;2,1,1;3,3,1;-3,5,1|57,69,50,64,61,41,76,52,43,48,66,59
6|-3,5,1;-2,-5,1;0,4,1;0,5,1;2,-5,1;3,3,1;-3,-4,1;0,-2,1;1,1,1;3,1,1;5,-2,1|44,64,58,62,70,64,74,43,71,44,75
7|5,-2,1;5,0,1;-5,0,1;-4,0,1;-1,-2,1;0,0,1;1,1,1;1,3,1;3,5,1;3,5,1;-5,-5,1|71,58,61,78,48,67,56,62,52,67,47
8|-5,-5,1;3,2,1;4,3,1;5,4,1;5,-4,1;-5,1,1;-4,-2,1;1,0,1;-1,-1,1;1,-1,1;3,0,1;5,1,1|47,66,57,49,51,49,46,72,76,63,65,52
9|5,1,1;5,-3,1;5,2,1;-5,-2,1;2,0,1;-4,0,1;-2,-1,1;0,0,1;0,2,1;1,3,1;1,3,1|43,42,48,77,72,71,63,78,69,59,62
10|1,3,1;3,4,1;4,-5,1;-4,-3,1;-3,0,1;0,-1,1;0,0,1;-2,0,1;0,-2,1;2,-1,1;-3,-1,1|76,52,56,57,43,64,68,59,71,54,57
11|-3,-1,1;0,0,1;1,-1,1;2,0,1;4,-2,1;4,-1,1;-4,0,1;-3,1,1;-1,3,1;0,5,1;-2,-5,1|51,69,53,73,45,60,43,44,57,68,72
12|-2,-5,1;1,2,1;1,2,1;3,2,1;-5,-2,1;-3,0,1;0,1,1;-1,-2,1;-1,0,1;1,1,1;-2,-2,1;0,0,1|79,43,51,48,73,57,53,54,61,58,47,69
13|0,0,1;0,1,1;1,-1,1;3,0,1;-5,2,1;-3,-3,1;-2,1,1;0,-3,1;0,1,1;2,-2,1;-3,0,1;-2,0,1|56,48,64,44,62,63,76,76,40,49,42,52
14|-2,0,1;1,1,1;2,2,1;-4,-2,1;3,1,1;4,-2,1;-5,0,1;2,1,1;3,2,1;-4,-4,1;-2,-3,1|65,71,66,45,48,74,51,71,77,57,58
15|-2,-3,1;0,0,1;1,-2,1;1,0,1;-2,0,1;0,0,1;2,0,1;-2,1,1;0,1,1;2,-3,1;-4,-2,1|50,59,43,79,52,58,58,73,71,47,62
16|-4,-2,1;3,1,1;-5,-2,1;-3,0,1;-2,0,1;-1,-2,1;0,0,1;-2,-2,1;0,1,1;1,2,1;-1,-3,1|51,45,47,48,46,63,61,65,76,76,74
17|-1,-3,1;0,-1,1;0,0,1;-2,-2,1;0,0,1;1,1,1;1,1,1;2,1,1;3,2,1;-4,2,1;3,-2,1|79,76,42,52,43,73,44,45,74,55,73
18|3,-2,1;-3,1,1;0,2,1;-1,-3,1;1,-1,1;-2,-1,1;0,0,1;2,2,1;-2,3,1;0,-5,1;-2,-3,1|64,55,50,51,77,43,78,56,76,48,77
19|-2,-3,1;0,-1,1;0,0,1;0,0,1;2,-2,1;3,0,1;-3,-1,1;0,0,1;-2,-2,1;0,-1,1;0,0,1|76,55,45,62,64,40,73,44,58,67,75
20|0,0,1;0,1,1;-1,-3,1;0,0,1;2,-2,1;3,-1,1;4,0,1;5,-2,1;5,1,1;-5,-3,1;2,1,1|43,44,77,76,64,78,42,72,59,42,76
21|2,1,1;2,-1,1;4,-1,1;-5,0,1;3,0,1;-5,-2,1;4,-1,1;5,-1,1;5,1,1;5,3,1;-5,4,1|58,48,72,63,55,64,51,56,70,66,78
22|-5,4,1;-3,-5,1;-1,4,1;0,-4,1;0,-2,1;0,0,1;-1,2,1;0,-4,1;0,1,1;1,1,1;-2,3,1;0,4,1|56,49,58,43,60,52,56,48,40,77,60,78
